statistic_label,year,county,unit,value,region
Index of Total Income per Person,2012,Roscommon/Longford,State=100,86.8518263062399,Northern & Western
Index of Total Income per Person,2012,Sligo/Leitrim,State=100,92.3337648540072,Northern & Western
Index of Total Income per Person,2012,Tipperary,State=100,97.8791248185323,Southern
Index of Total Income per Person,2012,Waterford,State=100,98.6074509959535,Southern
Index of Total Income per Person,2012,Westmeath,State=100,95.5262420286236,Eastern & Midland
Index of Total Income per Person,2012,Wexford,State=100,90.3523767190834,Southern
Index of Total Income per Person,2012,Wicklow,State=100,104.030544008354,Eastern & Midland
Index of Total Income per Person,2013,Kilkenny/Carlow,State=100,98.6234650640028,Southern
Index of Total Income per Person,2013,Cavan/Monaghan,State=100,86.3487383671387,Northern & Western
Index of Total Income per Person,2013,Clare,State=100,91.471992285311,Southern
Index of Total Income per Person,2013,Cork,State=100,102.041166682661,Southern
Index of Total Income per Person,2013,Donegal,State=100,74.4230020535854,Northern & Western
Index of Total Income per Person,2013,Dublin,State=100,113.989888941181,Eastern & Midland
Index of Total Income per Person,2013,Galway,State=100,96.7302047984774,Northern & Western
Index of Total Income per Person,2013,Kerry,State=100,87.7196308541227,Southern
Index of Total Income per Person,2013,Kildare,State=100,105.403125150644,Eastern & Midland
Index of Total Income per Person,2013,Kilkenny/Carlow,State=100,89.4146663747543,Southern
Index of Total Income per Person,2013,Laois/Offaly,State=100,83.9591563057364,Eastern & Midland
Index of Total Income per Person,2013,Sligo/Leitrim,State=100,88.2922579802999,Northern & Western
Index of Total Income per Person,2013,Limerick,State=100,97.8785401547687,Southern
Index of Total Income per Person,2013,Roscommon/Longford,State=100,87.7494465098967,Northern & Western
Index of Total Income per Person,2013,Louth,State=100,94.9992514388127,Eastern & Midland
Index of Total Income per Person,2013,Mayo,State=100,90.2917321002247,Northern & Western
Index of Total Income per Person,2013,Meath,State=100,97.8241263547324,Eastern & Midland
Index of Total Income per Person,2013,Cavan/Monaghan,State=100,84.5752878474866,Northern & Western
Index of Total Income per Person,2013,Laois/Offaly,State=100,84.4989834212919,Eastern & Midland
Index of Total Income per Person,2013,Roscommon/Longford,State=100,86.2412417895125,Northern & Western
Index of Total Income per Person,2013,Sligo/Leitrim,State=100,91.6806329485526,Northern & Western
Index of Total Income per Person,2013,Tipperary,State=100,98.4856523124589,Southern
Index of Total Income per Person,2013,Waterford,State=100,97.0184246494138,Southern
Index of Total Income per Person,2013,Westmeath,State=100,95.3339788212351,Eastern & Midland
Index of Total Income per Person,2013,Wexford,State=100,90.9389840609282,Southern
Index of Total Income per Person,2013,Wicklow,State=100,104.722907991326,Eastern & Midland
Index of Total Income per Person,2014,Kilkenny/Carlow,State=100,100.631728642323,Southern
Index of Total Income per Person,2014,Cavan/Monaghan,State=100,87.8521800880567,Northern & Western
Index of Total Income per Person,2014,Clare,State=100,91.570316054993,Southern
Index of Total Income per Person,2014,Cork,State=100,102.331622349269,Southern
Index of Total Income per Person,2014,Donegal,State=100,74.7363537516611,Northern & Western
Index of Total Income per Person,2014,Dublin,State=100,112.993541295467,Eastern & Midland
Index of Total Income per Person,2014,Galway,State=100,97.6286927288917,Northern & Western
Index of Total Income per Person,2014,Kerry,State=100,87.3890836514537,Southern
Index of Total Income per Person,2014,Kildare,State=100,105.676896318527,Eastern & Midland
Index of Total Income per Person,2014,Kilkenny/Carlow,State=100,89.4732720465359,Southern
Index of Total Income per Person,2014,Laois/Offaly,State=100,84.7122261971028,Eastern & Midland
Index of Total Income per Person,2014,Sligo/Leitrim,State=100,88.6367291360372,Northern & Western
Index of Total Income per Person,2014,Limerick,State=100,97.8536870456826,Southern
Index of Total Income per Person,2014,Roscommon/Longford,State=100,87.7117601871289,Northern & Western
Index of Total Income per Person,2014,Louth,State=100,94.4362768885225,Eastern & Midland
Index of Total Income per Person,2014,Mayo,State=100,90.4260538746772,Northern & Western
Index of Total Income per Person,2014,Meath,State=100,98.4456878629917,Eastern & Midland
Index of Total Income per Person,2014,Cavan/Monaghan,State=100,85.6610146031762,Northern & Western
Index of Total Income per Person,2014,Laois/Offaly,State=100,84.1952903408534,Eastern & Midland
Index of Total Income per Person,2014,Roscommon/Longford,State=100,86.7172230687079,Northern & Western
Index of Total Income per Person,2014,Sligo/Leitrim,State=100,91.3303164144388,Northern & Western
Index of Total Income per Person,2014,Tipperary,State=100,98.2367864734458,Southern
Index of Total Income per Person,2014,Waterford,State=100,97.2932756839823,Southern
Index of Total Income per Person,2014,Westmeath,State=100,95.5033371258113,Eastern & Midland
Index of Total Income per Person,2014,Wexford,State=100,91.6274029028475,Southern
Index of Total Income per Person,2014,Wicklow,State=100,104.873971671945,Eastern & Midland
Index of Total Income per Person,2015,Kilkenny/Carlow,State=100,99.8618526374232,Southern
Index of Total Income per Person,2015,Cavan/Monaghan,State=100,87.9230135022095,Northern & Western
Index of Total Income per Person,2015,Clare,State=100,91.342760200189,Southern
Index of Total Income per Person,2015,Cork,State=100,102.96020994552,Southern
Index of Total Income per Person,2015,Donegal,State=100,74.0736469010473,Northern & Western
Index of Total Income per Person,2015,Dublin,State=100,112.79956605685,Eastern & Midland
Index of Total Income per Person,2015,Galway,State=100,98.1840334165986,Northern & Western
Index of Total Income per Person,2015,Kerry,State=100,87.5175616940282,Southern
Index of Total Income per Person,2015,Kildare,State=100,106.070376974403,Eastern & Midland
Index of Total Income per Person,2015,Kilkenny/Carlow,State=100,89.1518161484341,Southern
Index of Total Income per Person,2015,Laois/Offaly,State=100,84.7424531957638,Eastern & Midland
Index of Total Income per Person,2015,Sligo/Leitrim,State=100,87.7660093518392,Northern & Western
Index of Total Income per Person,2015,Limerick,State=100,98.0386610818783,Southern
Index of Total Income per Person,2015,Roscommon/Longford,State=100,86.6959039656862,Northern & Western
Index of Total Income per Person,2015,Louth,State=100,93.9467905545845,Eastern & Midland
Index of Total Income per Person,2015,Mayo,State=100,89.4644643911022,Northern & Western
Index of Total Income per Person,2015,Meath,State=100,98.7663984041666,Eastern & Midland
Index of Total Income per Person,2015,Cavan/Monaghan,State=100,85.291537770331,Northern & Western
Index of Total Income per Person,2015,Laois/Offaly,State=100,83.8197009139518,Eastern & Midland
Index of Total Income per Person,2015,Roscommon/Longford,State=100,86.4481870382057,Northern & Western
Index of Total Income per Person,2015,Sligo/Leitrim,State=100,91.0373164144254,Northern & Western
Index of Total Income per Person,2015,Tipperary,State=100,97.5900883133493,Southern
Index of Total Income per Person,2015,Waterford,State=100,96.7657038082869,Southern
Index of Total Income per Person,2015,Westmeath,State=100,95.8695554531847,Eastern & Midland
Index of Total Income per Person,2015,Wexford,State=100,91.2983440924198,Southern
Index of Total Income per Person,2015,Wicklow,State=100,104.813316504051,Eastern & Midland
Index of Total Income per Person,2016,Kilkenny/Carlow,State=100,99.1636238130046,Southern
Index of Total Income per Person,2016,Cavan/Monaghan,State=100,87.4240590515274,Northern & Western
Index of Total Income per Person,2016,Clare,State=100,90.6226422618413,Southern
Index of Total Income per Person,2016,Cork,State=100,101.963672134873,Southern
Index of Total Income per Person,2016,Donegal,State=100,72.7707010643328,Northern & Western
Index of Total Income per Person,2016,Dublin,State=100,114.058810477671,Eastern & Midland
Index of Total Income per Person,2016,Galway,State=100,97.6276691976702,Northern & Western
Index of Total Income per Person,2016,Kerry,State=100,89.1947306599565,Southern
Index of Total Income per Person,2016,Kildare,State=100,106.715896149375,Eastern & Midland
Index of Total Income per Person,2016,Kilkenny/Carlow,State=100,88.0186132888963,Southern
Index of Total Income per Person,2016,Laois/Offaly,State=100,84.319388762348,Eastern & Midland
Index of Total Income per Person,2016,Sligo/Leitrim,State=100,87.1580872581882,Northern & Western
Index of Total Income per Person,2016,Limerick,State=100,97.760822483727,Southern
Index of Total Income per Person,2016,Roscommon/Longford,State=100,86.1539729219545,Northern & Western
Index of Total Income per Person,2016,Louth,State=100,93.842283620653,Eastern & Midland
Index of Total Income per Person,2016,Mayo,State=100,87.7874480064136,Northern & Western
Index of Total Income per Person,2016,Meath,State=100,98.257396123418,Eastern & Midland
Index of Total Income per Person,2016,Cavan/Monaghan,State=100,84.9915786464683,Northern & Western
Index of Total Income per Person,2016,Laois/Offaly,State=100,83.2371301872666,Eastern & Midland
Index of Total Income per Person,2016,Roscommon/Longford,State=100,85.2774123896551,Northern & Western
Index of Total Income per Person,2016,Sligo/Leitrim,State=100,90.1411871063488,Northern & Western
Index of Total Income per Person,2016,Tipperary,State=100,99.2250919133437,Southern
Index of Total Income per Person,2016,Waterford,State=100,94.5721032986751,Southern
Index of Total Income per Person,2016,Westmeath,State=100,95.4366662171187,Eastern & Midland
Index of Total Income per Person,2016,Wexford,State=100,90.1590305742829,Southern
Index of Total Income per Person,2016,Wicklow,State=100,103.566024710765,Eastern & Midland
Index of Total Income per Person,2017,Kilkenny/Carlow,State=100,99.2380868421493,Southern
Index of Total Income per Person,2017,Cavan/Monaghan,State=100,87.1193299214815,Northern & Western
Index of Total Income per Person,2017,Clare,State=100,90.6370979612256,Southern
Index of Total Income per Person,2017,Cork,State=100,102.024489364507,Southern
Index of Total Income per Person,2017,Donegal,State=100,71.9580816603696,Northern & Western
Index of Total Income per Person,2017,Dublin,State=100,114.866406774347,Eastern & Midland
Index of Total Income per Person,2017,Galway,State=100,97.1991637334603,Northern & Western
Index of Total Income per Person,2017,Kerry,State=100,88.9520804552498,Southern
Index of Total Income per Person,2017,Kildare,State=100,105.494369629073,Eastern & Midland
Index of Total Income per Person,2017,Kilkenny/Carlow,State=100,88.6432766794792,Southern
Index of Total Income per Person,2017,Laois/Offaly,State=100,84.0582648349989,Eastern & Midland
Index of Total Income per Person,2017,Sligo/Leitrim,State=100,86.1425058962484,Northern & Western
Index of Total Income per Person,2017,Limerick,State=100,98.8919486474101,Southern
Index of Total Income per Person,2017,Roscommon/Longford,State=100,86.0233042478806,Northern & Western
Index of Total Income per Person,2017,Louth,State=100,93.1945451559712,Eastern & Midland
Index of Total Income per Person,2017,Mayo,State=100,86.9179507935861,Northern & Western
Index of Total Income per Person,2017,Meath,State=100,98.0522569684783,Eastern & Midland
Index of Total Income per Person,2017,Cavan/Monaghan,State=100,84.6847695687419,Northern & Western
Index of Total Income per Person,2017,Laois/Offaly,State=100,82.6722550250673,Eastern & Midland
Index of Total Income per Person,2017,Roscommon/Longford,State=100,84.8146753517313,Northern & Western
Index of Total Income per Person,2017,Sligo/Leitrim,State=100,89.4663074827128,Northern & Western
Index of Total Income per Person,2017,Tipperary,State=100,98.2664474321834,Southern
Index of Total Income per Person,2017,Waterford,State=100,95.9368958715823,Southern
Index of Total Income per Person,2017,Westmeath,State=100,94.7838044114172,Eastern & Midland
Index of Total Income per Person,2017,Wexford,State=100,90.1260422354375,Southern
Index of Total Income per Person,2017,Wicklow,State=100,101.669277788167,Eastern & Midland
Index of Total Income per Person,2018,Kilkenny/Carlow,State=100,98.5883887213211,Southern
Index of Total Income per Person,2018,Cavan/Monaghan,State=100,86.6805639995136,Northern & Western
Index of Total Income per Person,2018,Clare,State=100,89.715255200979,Southern
Index of Total Income per Person,2018,Cork,State=100,102.54223507929,Southern
Index of Total Income per Person,2018,Donegal,State=100,72.295263661648,Northern & Western
Index of Total Income per Person,2018,Dublin,State=100,116.188679853313,Eastern & Midland
Index of Total Income per Person,2018,Galway,State=100,97.7412040343962,Northern & Western
